"crash_unit_id","crash_record_id","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"2322193","b86ce06c6fb17eede1575553167780836f13c319d38bbaf7f6fb5c50e3f04bfe9b233b6235f008d72a1cc5f88f4a5ea4c363c6f68ca0b004a80e19348fdc2cb2","2026-06-08T15:39:00.000","2","BICYCLE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322281","2d09ee82701080df426a670d269d16ee30365bdbaaa12c95580e583abbf32da730213bdff812b034fbd966858214ad7fb9a0331c034f05e4b780fa54ebdeed04","2026-06-08T15:37:00.000","1","DRIVER",,"2214886",,"SUBARU","CROSSTREK","IL","2014","NONE","PASSENGER","PERSONAL","NW","TURNING LEFT",,,"1",,,,,"Y",,,,,,,,"Y","Y","Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322282","2d09ee82701080df426a670d269d16ee30365bdbaaa12c95580e583abbf32da730213bdff812b034fbd966858214ad7fb9a0331c034f05e4b780fa54ebdeed04","2026-06-08T15:37:00.000","2","DRIVER",,"2214890",,"TOYOTA","HIGHLANDER","IL","2004","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"Y","Y",,,,,,,,"Y","Y","Y",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322194","9660d97323b1f08db1ea63bc1f1a3d1c3ab0a4b49516c0db92c59037e36f22d8de85523c26441bbfbaab9f86d11750a4ebf9edc65a1555344671b9aab58c603d","2026-06-08T15:37:00.000","1","DRIVER","1","2214813",,"CHEVROLET","EXPRESS","IL","1997","UNKNOWN","VAN/MINI-VAN","COMMERCIAL - SINGLE UNIT","N","PASSING/OVERTAKING",,,"2",,,,,,"Y","Y","Y","Y",,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322195","9660d97323b1f08db1ea63bc1f1a3d1c3ab0a4b49516c0db92c59037e36f22d8de85523c26441bbfbaab9f86d11750a4ebf9edc65a1555344671b9aab58c603d","2026-06-08T15:37:00.000","2","DRIVERLESS",,"2214824",,"HOGER (MANUFACTURED BY SUNDOWNER TRAILER COMPANY)","HOGER (MFD. BY SUNDOWNER TRAILER CO.)","IN",,"UNKNOWN","OTHER","COMMERCIAL - SINGLE UNIT","N","PARKED",,,"0",,,,,,,,,,,"Y","Y","Y","Y",,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322188","5ffa75d84d92760e9413061fbcb2ea348b8fe860b7948de68b2eac013d066ab7066305c954d3377f9b4bafd5776a1d235070fc07b9e8674d0609524b117ff265","2026-06-08T15:30:00.000","1","DRIVER",,"2214806",,"BUICK","ENCORE",,"2021","UNKNOWN","PASSENGER","PERSONAL","UNKNOWN","PASSING/OVERTAKING",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322189","5ffa75d84d92760e9413061fbcb2ea348b8fe860b7948de68b2eac013d066ab7066305c954d3377f9b4bafd5776a1d235070fc07b9e8674d0609524b117ff265","2026-06-08T15:30:00.000","2","DRIVER",,"2214818",,"MERCEDES-BENZ","GLS","IL","2012","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,"Y","Y","Y",,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322196","f0879177c651b91339d52a4075f03131ce8de39154b01c4330388d059febd66b3e1d3fbde56666136c7ab870a7d764e594daa3164bec71bfb492d433bf27ca00","2026-06-08T15:29:00.000","1","DRIVER",,"2214807",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","W","ENTER FROM DRIVE/ALLEY",,,"1",,,,,,,,,,,,,,,,,"Y","FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322197","f0879177c651b91339d52a4075f03131ce8de39154b01c4330388d059febd66b3e1d3fbde56666136c7ab870a7d764e594daa3164bec71bfb492d433bf27ca00","2026-06-08T15:29:00.000","2","DRIVER",,"2214812",,"KIA","OPTIMA / K5","IL","2013","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322222","2ede42391025da423901cf0d008530489922c2f768e4a8794ef485d57b3e27a2dbff34316b0b2f73be17efe2f690996ee8ec3241664157168003d8b915389f70","2026-06-08T15:15:00.000","1","DRIVER",,"2214837",,"INFINITI","OTHER (EXPLAIN IN NARRATIVE)","IL","2011","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322223","2ede42391025da423901cf0d008530489922c2f768e4a8794ef485d57b3e27a2dbff34316b0b2f73be17efe2f690996ee8ec3241664157168003d8b915389f70","2026-06-08T15:15:00.000","2","DRIVER","2","2214845",,"TOYOTA","CAMRY","IL","2004","NONE","PASSENGER","UNKNOWN/NA","E","SLOW/STOP IN TRAFFIC",,,"3",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322376","47e5323c4b7a9b3e7ad3639f590e2a58a6138bca5e64d152b756845f6a7aa477bff5854ac34897f25a1a23d32d4d25d7d6fa65bed7e52f09ce49f575e195cd00","2026-06-08T15:15:00.000","1","DRIVER",,"2214983",,"GREAT DANE TRAILERS INC.","GREAT DANE TRAILERS INC.","IN","1982","UNKNOWN","TRACTOR W/ SEMI-TRAILER","COMMERCIAL - SINGLE UNIT","W","BACKING",,,"1",,,,,,,,,,"Y","Y","Y","Y",,,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322377","47e5323c4b7a9b3e7ad3639f590e2a58a6138bca5e64d152b756845f6a7aa477bff5854ac34897f25a1a23d32d4d25d7d6fa65bed7e52f09ce49f575e195cd00","2026-06-08T15:15:00.000","2","PARKED",,"2214986",,"GENERAL MOTORS CORPORATION (GMC)","ACADIA","IL","2017","UNKNOWN","PASSENGER","PERSONAL","W","PARKED",,,"0",,,,,"Y","Y","Y","Y","Y",,,,,,"N",,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322170","414d13c561b67532cc953079c083316ba8a0b7bea53a178c38287458bf8f858f5fac89d58097a03f96bf2567feb0a10e51bc2ee03cf3c202cc58b247114960d5","2026-06-08T15:10:00.000","1","DRIVER",,"2214782",,"CHEVROLET","EQUINOX","IL","2021","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","TURNING RIGHT",,,"1",,,,,"Y","Y","Y","Y",,,,,,,,,,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322171","414d13c561b67532cc953079c083316ba8a0b7bea53a178c38287458bf8f858f5fac89d58097a03f96bf2567feb0a10e51bc2ee03cf3c202cc58b247114960d5","2026-06-08T15:10:00.000","2","DRIVER",,"2214790",,"NEW FLYER","OTHER (EXPLAIN IN NARRATIVE)","IL","2006","NONE","BUS OVER 15 PASS.","CTA","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322371","3a6e8a31bcfc6099b5e9bbd6913bb5bf48cbc993213ecc5fc1d1c34cd06b36f73d5c1ac0f4322fca72befa0cb148e0fdae81160456556c718797deda97530fe1","2026-06-08T15:05:00.000","1","DRIVER",,"2214979",,"HYUNDAI","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322239","fd492999a242d2512489c1db0cd102e885dfbb6304cf20145c692e1199c92c272aa22dba49fda1b5dd43f705e30eed9a45acb7f96033cac3880411fa2896977f","2026-06-08T15:05:00.000","2","DRIVER",,"2214919",,"NISSAN","ROGUE","IL","2023","NONE","PASSENGER","OTHER","E","STRAIGHT AHEAD",,,"1",,,,,,,,,"Y","Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322240","fd492999a242d2512489c1db0cd102e885dfbb6304cf20145c692e1199c92c272aa22dba49fda1b5dd43f705e30eed9a45acb7f96033cac3880411fa2896977f","2026-06-08T15:05:00.000","1","DRIVER","1","2214867",,"TOYOTA","C-HR","IL","2019","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322293","081dc9c6e0010c25acff1cb70066d0f569966e0e9f3fdd3e46c3377ef7723198dddea779ba9f8f4830d442a88a0321c59f0bdcc0d8b3ef2aaac16285ade25886","2026-06-08T15:00:00.000","1","DRIVER",,"2214896",,"JEEP","CHEROKEE","IL","2014","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,"Y","Y","N",,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322294","081dc9c6e0010c25acff1cb70066d0f569966e0e9f3fdd3e46c3377ef7723198dddea779ba9f8f4830d442a88a0321c59f0bdcc0d8b3ef2aaac16285ade25886","2026-06-08T15:00:00.000","2","DRIVER",,"2214932",,"NISSAN","SENTRA","IL","2024","NONE","PASSENGER","PERSONAL","N","STARTING IN TRAFFIC",,,"1",,,,,"Y","Y","Y","Y","Y",,,,,,,,,"SIDE-RIGHT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322148","5c240a4159e33fb6a6bebde98320269a05faf15a869884dabbb8b7655b148c118d9f15cd66935ce75c4bf2770dd16ea3123d2587d5e2763856bc1a5376894050","2026-06-08T15:00:00.000","1","DRIVER",,"2214759",,"HYUNDAI","SANTA FE","IL","2018","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322149","5c240a4159e33fb6a6bebde98320269a05faf15a869884dabbb8b7655b148c118d9f15cd66935ce75c4bf2770dd16ea3123d2587d5e2763856bc1a5376894050","2026-06-08T15:00:00.000","2","DRIVER",,"2214761",,"HYUNDAI","SONATA","IL","2023","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322202","67981894cb9990e91bfd2fd224493cd15a714cccdb87f66513198cc9e43567f8f813a49c96c8e683cfb8c06fcf18ff4fef9be1dde0d111dc1047cdaf78cd7da4","2026-06-08T15:00:00.000","1","DRIVER",,"2214817",,"NISSAN","ALTIMA","IL","2010","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",,"1",,"owner","unk",,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322203","67981894cb9990e91bfd2fd224493cd15a714cccdb87f66513198cc9e43567f8f813a49c96c8e683cfb8c06fcf18ff4fef9be1dde0d111dc1047cdaf78cd7da4","2026-06-08T15:00:00.000","2","DRIVER","2","2214823",,"CHEVROLET","EQUINOX","IL","2014","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","SLOW/STOP IN TRAFFIC",,,"3",,,,,"Y",,,,"Y","Y","Y",,,,"Y","Y",,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322204","67981894cb9990e91bfd2fd224493cd15a714cccdb87f66513198cc9e43567f8f813a49c96c8e683cfb8c06fcf18ff4fef9be1dde0d111dc1047cdaf78cd7da4","2026-06-08T15:00:00.000","3","DRIVER",,"2214836",,"CHEVROLET","CRUZE","IL","2014","UNKNOWN","PASSENGER","PERSONAL","S","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,,,,,,,,"Y","REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322217","7a50ff3deed1f44d810300106dc23d835b172056a39fe18b8b577235c48c6ee96d8ef7715a133e90adb7e39f578d211137437daad0b08fcc425102768230f75e","2026-06-08T15:00:00.000","1","DRIVER",,"2214827",,"CHRYSLER","PACIFICA","IL","2018","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD","Y",,"1",,"private tow","unk",,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322230","f3ab84018e4b4516c5e10fbe05cb57af1124695bbcd18ab773848fce2e55189a7d975452bfcc4184af39e1363c361aa25efc3b0ccd23c7604473754bc2260cd3","2026-06-08T15:00:00.000","1","DRIVER","1","2214882",,"TOYOTA","SIENNA","IL","2010","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"2",,,,"Y",,,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322231","f3ab84018e4b4516c5e10fbe05cb57af1124695bbcd18ab773848fce2e55189a7d975452bfcc4184af39e1363c361aa25efc3b0ccd23c7604473754bc2260cd3","2026-06-08T15:00:00.000","2","DRIVER",,"2214895",,"TOYOTA","RAV4","IL","2024","NONE","PICKUP","PERSONAL","N","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322154","256bc341b461e3b91a90523f570f54f6e038111512b3b75f3ba30f4af8dc9a1f01c352da71d29ff39f8f944513afaf44aedfde421eb277de10b135561a3f2a3d","2026-06-08T14:58:00.000","1","DRIVER",,"2214767",,"DODGE","RAM 1500 PU","IL","2015","NONE","PICKUP","PERSONAL","N","BACKING",,,"1",,,,"Y",,,,,,,,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322155","256bc341b461e3b91a90523f570f54f6e038111512b3b75f3ba30f4af8dc9a1f01c352da71d29ff39f8f944513afaf44aedfde421eb277de10b135561a3f2a3d","2026-06-08T14:58:00.000","2","DRIVER",,"2214771",,"BMW","328I","IL","2011","NONE","PASSENGER","PERSONAL","S","OTHER",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322178","2f9a065f7496a5a7174fc792017de8801d7370ed75ffde1d6742683b660437d53bb231072b233f9a5209ac26c3a99ef4818229221fc9706839f05327d293cd52","2026-06-08T14:50:00.000","1","DRIVER",,"2214793","N","CHEVROLET","C/K 2500","IL","2005","UNKNOWN","PICKUP","CONSTRUCTION/MAINTENANCE","E","STRAIGHT AHEAD",,,"1",,,,"Y",,,,,,,,,,,,,,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322179","2f9a065f7496a5a7174fc792017de8801d7370ed75ffde1d6742683b660437d53bb231072b233f9a5209ac26c3a99ef4818229221fc9706839f05327d293cd52","2026-06-08T14:50:00.000","2","DRIVER",,"2214797","Y","NOVA BUS","OTHER (EXPLAIN IN NARRATIVE)","IL","2016","UNKNOWN","BUS OVER 15 PASS.","CTA","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"Y",,,"OTHER","23636",,,,,"3","CHICAGO TRANSIT AUTHORITY",,,,,,,,,,,,,,,,,,,,,"BUS","BUS","OTHER",,,
"2322390","6e02f47ffc6aae5dd707a13b806d8d3b41426ca68d2b3c2f7bca96f8be5a256d6fce6511795fc90ea860ef6c177b704241b378ad777124f85eecbede21d97512","2026-06-08T14:50:00.000","1","DRIVER",,"2214994",,"CHEVROLET","MALIBU","IL","2015","OTHER","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322391","6e02f47ffc6aae5dd707a13b806d8d3b41426ca68d2b3c2f7bca96f8be5a256d6fce6511795fc90ea860ef6c177b704241b378ad777124f85eecbede21d97512","2026-06-08T14:50:00.000","2","DRIVER",,"2215001",,"JEEP","CHEROKEE","IL","2025","UNKNOWN","PASSENGER","PERSONAL","E","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,"Y","Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322241","291e1fd167a09cbc3bfb49801da13a0e49703cb7e5aac77ab30e83d905dbda9f253e1056bc89d2d2ff1f6caad24da7f83ddad574fd1520e079c42b5b5416ba7a","2026-06-08T14:35:00.000","1","DRIVER",,"2214891",,"HONDA","CR-V","IL","2024","UNKNOWN","PASSENGER","PERSONAL","UNKNOWN","STRAIGHT AHEAD",,,"1",,,,,,,"Y","Y",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322242","291e1fd167a09cbc3bfb49801da13a0e49703cb7e5aac77ab30e83d905dbda9f253e1056bc89d2d2ff1f6caad24da7f83ddad574fd1520e079c42b5b5416ba7a","2026-06-08T14:35:00.000","2","DRIVER",,"2214898",,"HONDA","ACCORD","IL","2015","UNKNOWN","PASSENGER","UNKNOWN/NA","UNKNOWN","STRAIGHT AHEAD",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322279","57a7c702a080232e44e2043c00b8255a1ac639989bc845e25ce0f8fc72ebb5aa74e9edd8764239465208fbd2b13783793a0bf2d1ebda1118b9f34af3bedaf60c","2026-06-08T14:30:00.000","1","DRIVER",,"2214889",,"TOYOTA","SIENNA","IL","2005","OTHER","VAN/MINI-VAN","UNKNOWN/NA","S","CHANGING LANES",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322280","57a7c702a080232e44e2043c00b8255a1ac639989bc845e25ce0f8fc72ebb5aa74e9edd8764239465208fbd2b13783793a0bf2d1ebda1118b9f34af3bedaf60c","2026-06-08T14:30:00.000","2","DRIVER",,"2214901",,"TOYOTA","HIGHLANDER","IL","2014","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"Y","Y",,,,,,,,,,,,"SIDE-RIGHT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322224","c3ab2c4091d5378bccb1db84bd6bea68580d4d5035c03acf720b239b4b7d7f9ef2b78804e91446b54f5de0d097870e52eca1e90079a434adba3e004422da9a31","2026-06-08T14:30:00.000","1","DRIVER",,"2214831",,"LINCOLN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","ENTERING TRAFFIC LANE FROM PARKING",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322225","c3ab2c4091d5378bccb1db84bd6bea68580d4d5035c03acf720b239b4b7d7f9ef2b78804e91446b54f5de0d097870e52eca1e90079a434adba3e004422da9a31","2026-06-08T14:30:00.000","2","DRIVER",,"2214835",,"NISSAN","ROGUE","IL","2023","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,,,,"SIDE-RIGHT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322182","bd210d8f8aee1fc354b0a18f47c76d03a38cba1b1449efc743c01b677d887e54a1be55db73d6d45120f444dd14809dcc5b1a62e8fb83917d7b5f4f12fc2423c3","2026-06-08T14:25:00.000","1","DRIVER",,"2214795",,"JEEP","LIBERTY","IL","2012","NONE","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","N","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322183","bd210d8f8aee1fc354b0a18f47c76d03a38cba1b1449efc743c01b677d887e54a1be55db73d6d45120f444dd14809dcc5b1a62e8fb83917d7b5f4f12fc2423c3","2026-06-08T14:25:00.000","2","DRIVER",,"2214804",,"HONDA","CIVIC","IL","2009","NONE","PASSENGER","UNKNOWN/NA","N","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322121","33ba259bec9a95615d8cf2433def29e1ddce9befed377cc77692b9003e30ae2af527b50260a08502438f29c4b0003ffa33cbfdaecd2fb709789938cb6004f424","2026-06-08T14:20:00.000","1","DRIVER",,"2214739",,"TOYOTA","HIGHLANDER","IL","2014","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","LEAVING TRAFFIC LANE TO PARK",,,"1",,,,,,,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322122","33ba259bec9a95615d8cf2433def29e1ddce9befed377cc77692b9003e30ae2af527b50260a08502438f29c4b0003ffa33cbfdaecd2fb709789938cb6004f424","2026-06-08T14:20:00.000","2","DRIVER",,"2214731",,"TOYOTA","SIENNA","IL","2005","NONE","VAN/MINI-VAN","PERSONAL","S","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,,,,,,,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322158","46a6e6dadfbfd64368932482c38b849cc0bb8747934429a27ae5bc3ca62e7ff59bb1bfa0001938de4b2af0a965f99ec3fd0a98fb3967fe8accc8829185c5d9a6","2026-06-08T14:15:00.000","1","DRIVER",,"2214768",,"CHEVROLET","OTHER (EXPLAIN IN NARRATIVE)","IL","2013","UNKNOWN","PASSENGER","UNKNOWN/NA","N","UNKNOWN/NA",,,"1",,,,,"N","Y",,,,,,,,,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322159","46a6e6dadfbfd64368932482c38b849cc0bb8747934429a27ae5bc3ca62e7ff59bb1bfa0001938de4b2af0a965f99ec3fd0a98fb3967fe8accc8829185c5d9a6","2026-06-08T14:15:00.000","2","DRIVER",,"2214778",,"DODGE","CARAVAN","IL","2019","UNKNOWN","VAN/MINI-VAN","UNKNOWN/NA","N","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,"Y","N",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322176","355ee79a73a490759456df9c0162b9cb541c5fd0303130c042aa96e1a1d908f4067ff2292719a116fbf575207016ff58dd45e1f0e82bac60dd20e71a395f95be","2026-06-08T14:08:00.000","1","DRIVER",,"2214787",,"TOYOTA","TACOMA","IL","2018","UNKNOWN","PICKUP","PERSONAL","NW","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322177","355ee79a73a490759456df9c0162b9cb541c5fd0303130c042aa96e1a1d908f4067ff2292719a116fbf575207016ff58dd45e1f0e82bac60dd20e71a395f95be","2026-06-08T14:08:00.000","2","PEDESTRIAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322138","3a5a4b96567cd03b48ead5dd28131879cbc9fd4108a7c9cef3e34c05a8bfb9594e1e9f08b8a94a5ad2a74fca3b252fd895db61a4b4cc2931de73bbd1497cbb82","2026-06-08T14:05:00.000","1","DRIVER",,"2214751",,"ACURA","RL","IL","2016","UNKNOWN","PASSENGER","TAXI/FOR HIRE","E","ENTERING TRAFFIC LANE FROM PARKING",,,"1",,,,,,,,,,,,,,,"Y",,,"SIDE-LEFT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322139","3a5a4b96567cd03b48ead5dd28131879cbc9fd4108a7c9cef3e34c05a8bfb9594e1e9f08b8a94a5ad2a74fca3b252fd895db61a4b4cc2931de73bbd1497cbb82","2026-06-08T14:05:00.000","2","DRIVER",,"2214758",,"CHEVROLET","MALIBU","IL","2016","UNKNOWN","PASSENGER","PERSONAL","E","CHANGING LANES",,,"1",,,,,,"Y",,,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322190","27df93912a95dc7808e933d4370e68d17407652420a10dbdf25d6536f5bb28453a751a87ecbdcf67990e846e3d1019fee67c4f259afd1849747c992a54fa364f","2026-06-08T14:00:00.000","1","DRIVER",,"2214801",,"JEEP","COMPASS","IL","2022","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322191","27df93912a95dc7808e933d4370e68d17407652420a10dbdf25d6536f5bb28453a751a87ecbdcf67990e846e3d1019fee67c4f259afd1849747c992a54fa364f","2026-06-08T14:00:00.000","2","PARKED",,"2214805",,"CHEVROLET","BLAZER","IL","2021","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","E","PARKED",,,"0",,,,,,,,,,,,,,,,,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322150","5ac03452a149ba294156d37f8a31bf13c72aa70c433cf75916dc73c6110690278b7fdfce3951100c0f4a56f73ce5fe0edd1c8af7df340483b49369d20167997e","2026-06-08T14:00:00.000","1","DRIVER",,"2214763",,"CHEVROLET","EQUINOX","IL","2020","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","SW","TURNING RIGHT",,,"1",,,,,,,,,,,,,,,,,"Y","FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
