"crash_unit_id","crash_record_id","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"2322519","435043b3192b9c0b69eb1c6cc0f856e74d5aab769746c1a1e6802f3cec7d9efa4af3c712d93fcbb7adfc250ad248a9ba40e5e6d756104cf8b32d67ccbba9c849","2026-06-09T02:34:00.000","1","DRIVER",,"2215120",,"CHEVROLET","IMPALA","IL","2008","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",,"1",,,,,"Y",,,,"Y",,,,,,"Y","Y",,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322520","435043b3192b9c0b69eb1c6cc0f856e74d5aab769746c1a1e6802f3cec7d9efa4af3c712d93fcbb7adfc250ad248a9ba40e5e6d756104cf8b32d67ccbba9c849","2026-06-09T02:34:00.000","2","DRIVER","1","2215122",,"MAZDA","CX-5","IN","2018","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","STRAIGHT AHEAD","Y",,"2",,,,,"Y",,,,"Y",,,,,,"Y","Y",,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322507","fe1c7a79eab83a76e37fb858d57715d0fff5a96f11663b77ce07fb997327e33421ac51e1fbf25371dd2db96a0714266be8cc217adba0d6df1f240a2f7f02ccd9","2026-06-09T00:31:00.000","1","DRIVER","3","2215107",,"CHEVROLET","EQUINOX","IL","2016","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","SKIDDING/CONTROL LOSS","Y",,"4",,,,,,,,,,,"Y","Y","Y","Y","Y","N",,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322508","fe1c7a79eab83a76e37fb858d57715d0fff5a96f11663b77ce07fb997327e33421ac51e1fbf25371dd2db96a0714266be8cc217adba0d6df1f240a2f7f02ccd9","2026-06-09T00:31:00.000","2","DRIVER",,"2215109",,"BUICK","ENCORE","IL","2024","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","STRAIGHT AHEAD","Y",,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322506","ce927aac11ea2e98f2346c1c32c2dfa92b8850b863964833a35eb56ee4c02287863d3de13b25ca88d51c1929b9afee670702c80224d940a422ad243b754b23be","2026-06-09T00:26:00.000","1","DRIVER",,"2215106",,"CADILLAC","XT5","IL","2017","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","UNKNOWN/NA","Y",,"1",,"AAA Roadside Service","Unknown",,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322496","0883c29fb0bfd6217525f45fb84865c78cae5c91d07ab3b7f3b81c4ba61b9d3c4528ff4ea868d4ed4ac595041f51b2e9647c51bb3d560039e3bdd22181d08c9f","2026-06-09T00:22:00.000","1","DRIVER",,"2215099",,"KIA","SPORTAGE","XX",,"UNKNOWN","PASSENGER","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322497","0883c29fb0bfd6217525f45fb84865c78cae5c91d07ab3b7f3b81c4ba61b9d3c4528ff4ea868d4ed4ac595041f51b2e9647c51bb3d560039e3bdd22181d08c9f","2026-06-09T00:22:00.000","2","DRIVER",,"2215100",,"FORD","ESCAPE","IL","2015","NONE","PASSENGER","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,"N","Y","Y",,,,,,,,,,,"SIDE-RIGHT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322511","befa5ff44196353d6eea5d57e76f292b6664c9457d3d422d6bcdb087bb7d67895a49b789e1c8987e37d2fe76bc36ef49172f227a99be7dcf7be4ac4f29a96f31","2026-06-09T00:10:00.000","1","DRIVER",,"2215112",,"NISSAN","VERSA","MN","2026","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322513","befa5ff44196353d6eea5d57e76f292b6664c9457d3d422d6bcdb087bb7d67895a49b789e1c8987e37d2fe76bc36ef49172f227a99be7dcf7be4ac4f29a96f31","2026-06-09T00:10:00.000","2","DRIVER","1","2215114",,"VOLKSWAGEN","JETTA","IL","2017","UNKNOWN","PASSENGER","PERSONAL","N","TURNING LEFT","Y",,"2",,"SELF TOWED",,,,,"Y",,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322487","9e28b64af61c41f7db12f2bd01305fb6c48b0883eee80cff3ff3b61a4c93125adf2d8051bb74414481745cecaceac665637489f628e528ce1179200eb43a4709","2026-06-08T23:40:00.000","1","DRIVER",,"2215086",,"NISSAN","ROGUE","IL","2015","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","N","PASSING/OVERTAKING",,,"1",,,,,"Y","Y",,,,,,,,,,,,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322488","9e28b64af61c41f7db12f2bd01305fb6c48b0883eee80cff3ff3b61a4c93125adf2d8051bb74414481745cecaceac665637489f628e528ce1179200eb43a4709","2026-06-08T23:40:00.000","2","DRIVER",,"2215089",,"TOYOTA","CAMRY","IL","2012","UNKNOWN","PASSENGER","PERSONAL","N","TURNING LEFT",,,"1",,,,,,,,,,,,,,"Y","Y","Y",,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322493","e3010a54445f2910ebb3bed02e58ddfe50621c4fb2a4a5d652d541bd20b65f3ebca0a7656b8e76c37430b8fd4055b090d43275c0e88b41e54ed6c02df1cc7c27","2026-06-08T23:29:00.000","1","DRIVER",,"2215095",,"CADILLAC","SRX","IL","2014","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD","Y",,"1",,"PERSONAL TOW","PERSONAL TOW",,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322494","e3010a54445f2910ebb3bed02e58ddfe50621c4fb2a4a5d652d541bd20b65f3ebca0a7656b8e76c37430b8fd4055b090d43275c0e88b41e54ed6c02df1cc7c27","2026-06-08T23:29:00.000","2","PARKED",,"2215096",,"FORD","ECONOLINE E350","IL","2009","UNKNOWN","BUS UP TO 15 PASS.","NOT IN USE","W","PARKED",,,"0",,,,,,,,,"Y","Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322476","3fd9b7d2c37b7d1f710060f12c523ef8245ade4e4df3a6a7de49aded50c74d3153f1327ad5181f78757afebb2f80eb0a652410b866f5cf6e15cb8e24c37c43e2","2026-06-08T23:00:00.000","1","DRIVER",,"2215078",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,"Y",,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322477","3fd9b7d2c37b7d1f710060f12c523ef8245ade4e4df3a6a7de49aded50c74d3153f1327ad5181f78757afebb2f80eb0a652410b866f5cf6e15cb8e24c37c43e2","2026-06-08T23:00:00.000","2","PEDESTRIAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322480","2f123858c936cda7a76fc59242e59670eec4655bbc909855236bd17889673cc8d0af8fe5f5a51f704900421b34b6f0a6138ec8b96270e293cade6e7415a21f3a","2026-06-08T22:50:00.000","1","DRIVER",,"2215080",,"NISSAN","ALTIMA","IL",,"UNKNOWN","PASSENGER","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322481","2f123858c936cda7a76fc59242e59670eec4655bbc909855236bd17889673cc8d0af8fe5f5a51f704900421b34b6f0a6138ec8b96270e293cade6e7415a21f3a","2026-06-08T22:50:00.000","2","DRIVER",,"2215082",,"HONDA","ODYSSEY","IL","2018","NONE","VAN/MINI-VAN","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,"Y","Y","Y",,,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322474","30339d7a8fc216fd07046886252c2fdd9c96a3d2c4d8c5c23b8b4f78b84a42aabc94c134913c58f87897a2457f03a2f7b53726b9e500a13c3aefc54725cec804","2026-06-08T22:45:00.000","1","DRIVER",,"2215076",,"TOYOTA","COROLLA","IL","2013","UNKNOWN","PASSENGER","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322475","30339d7a8fc216fd07046886252c2fdd9c96a3d2c4d8c5c23b8b4f78b84a42aabc94c134913c58f87897a2457f03a2f7b53726b9e500a13c3aefc54725cec804","2026-06-08T22:45:00.000","2","DRIVER",,"2215079",,"KIA","SPORTAGE","IL","2014","UNKNOWN","PASSENGER","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322491","f0ae2c4e2d32ee2d564349c726d2b856c08afc7e8e48f5108e4d46bceaed3e1d8b2500afdd7a933c1b8dc2614ac946f3ffe168aba78f6fc7479bc961f2463c22","2026-06-08T22:40:00.000","1","DRIVER",,"2215088",,"CHEVROLET","TRAX","IL","2019","UNKNOWN","PASSENGER","PERSONAL","N","BACKING","Y",,"1",,"RELIABLE RECOVERY SERVICES","UNKNOWN",,,,,,,,"Y","Y","Y","Y","Y",,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322492","f0ae2c4e2d32ee2d564349c726d2b856c08afc7e8e48f5108e4d46bceaed3e1d8b2500afdd7a933c1b8dc2614ac946f3ffe168aba78f6fc7479bc961f2463c22","2026-06-08T22:40:00.000","2","PARKED",,"2215091",,"HONDA","CIVIC","IL","2016","UNKNOWN","PASSENGER","PERSONAL","N","PARKED",,,"0",,,,,,"Y","Y","Y",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322485","68be94bf0b0d229d88f697b6b26e2b034fdd4e99c4be771c61f12420d510333124b8cc2fb6a8251c2858e7d0c5ee9c6cc596a2ef2e6e7f532b91f9a2c0065dec","2026-06-08T22:15:00.000","1","BICYCLE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322486","68be94bf0b0d229d88f697b6b26e2b034fdd4e99c4be771c61f12420d510333124b8cc2fb6a8251c2858e7d0c5ee9c6cc596a2ef2e6e7f532b91f9a2c0065dec","2026-06-08T22:15:00.000","2","DRIVER",,"2215090","N","FORD","F450","IL","2012","UNKNOWN","OTHER VEHICLE WITH TRAILER","CONSTRUCTION/MAINTENANCE","E","STRAIGHT AHEAD",,,"1",,,,,,,"Y","Y",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322472","f004922a4134fc8310b1b44027cbd958e07cb644362c6ebf2811b39b50ff21e14146fe6e8522ed3c74f06838fb44a8ffb7b5d8b450922e5b5b8fcda0988da7ca","2026-06-08T22:00:00.000","1","DRIVER",,"2215075",,"FORD","FUSION","IL","2019","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,"Y","Y","Y",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322473","f004922a4134fc8310b1b44027cbd958e07cb644362c6ebf2811b39b50ff21e14146fe6e8522ed3c74f06838fb44a8ffb7b5d8b450922e5b5b8fcda0988da7ca","2026-06-08T22:00:00.000","2","DRIVER",,"2215077",,"SUBARU","CROSSTREK","IL","2019","NONE","PASSENGER","PERSONAL","N","TURNING LEFT",,,"1",,,,,,,,,,,,,,"Y","Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322478","2f95593c9e16a45e2ad168f33b18e9ad33a76996af9ff57b9a8e0f31ffe209ad10a99f3b10407c83bbee2782bd03b518b934e6ae5c41e0226276b4dbce4e9eee","2026-06-08T21:50:00.000","1","DRIVER",,"2215083",,"TOYOTA","COROLLA","IL","2024","UNKNOWN","PASSENGER","UNKNOWN/NA","UNKNOWN","BACKING",,,"1",,,,,,,,,,,,,,,,,,"NONE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322479","2f95593c9e16a45e2ad168f33b18e9ad33a76996af9ff57b9a8e0f31ffe209ad10a99f3b10407c83bbee2782bd03b518b934e6ae5c41e0226276b4dbce4e9eee","2026-06-08T21:50:00.000","2","PARKED",,"2215084",,"TOYOTA","CAMRY","MD","2026","UNKNOWN","PASSENGER","UNKNOWN/NA","UNKNOWN","PARKED",,,"0",,,,,,,,,,,,"Y","Y",,,,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322465","7450129896e1dde79584d06de06bcf0cae8f0568cda522af5912d8225342dc87d35f783401bd33d11ed17627b72877d084c299e16213c66c8289d6de144cd43e","2026-06-08T21:30:00.000","1","DRIVER",,"2215068",,"KIA","SOUL","IL","2011","UNKNOWN","PASSENGER","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA","Y",,"1",,,,,,"Y",,,,,,,,"Y","Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322455","6ba52c9f0e4b48d9cfcf389ba134b4cb5664ec5e85434b8c0d1948e8c0d9dae7f81f7ca759df86da089e4fee04e0aa1eaa25d669cc9d8b121e04acb2cb5493e3","2026-06-08T21:20:00.000","1","PARKED","1","2215063",,"VOLKSWAGEN","TIGUAN","IL","2022","NONE","PASSENGER","OTHER","N","PARKED",,,"1",,,,,,,,,,,,,"Y","Y",,,,"SIDE-LEFT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322456","6ba52c9f0e4b48d9cfcf389ba134b4cb5664ec5e85434b8c0d1948e8c0d9dae7f81f7ca759df86da089e4fee04e0aa1eaa25d669cc9d8b121e04acb2cb5493e3","2026-06-08T21:20:00.000","2","DRIVER",,"2215072",,"TOYOTA","PRIUS","IL","2013","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,"Y","Y",,,,,,,,,,,,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322450","e7008f8e26f7dcb55cce9c226ad6c788623c01a3c09d76011ea6431bdf37ac083fdb4a01ffe8634223ea4c6d9dc8900caa37cde3540c9f93a23f1739dad01274","2026-06-08T20:20:00.000","1","DRIVER",,"2215059",,"HONDA","CIVIC","IL","2005","UNKNOWN","PASSENGER","PERSONAL","S","BACKING",,,"1",,,,,,,"Y",,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322451","e7008f8e26f7dcb55cce9c226ad6c788623c01a3c09d76011ea6431bdf37ac083fdb4a01ffe8634223ea4c6d9dc8900caa37cde3540c9f93a23f1739dad01274","2026-06-08T20:20:00.000","2","PARKED",,"2215060",,"NISSAN","VERSA","IL","2015","UNKNOWN","PASSENGER","PERSONAL","UNKNOWN","PARKED",,,"0",,,,,,,,,"Y","Y","Y",,,,,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322430","5c4f4ff8db02e11a690a7648002f981c4f3dfff4ff203c16afcad70f8184f893fe09fe7c3d82afa1f47e6613225aab116908a9fe92ddb0c3d88ccfd2576e6343","2026-06-08T20:17:00.000","1","DRIVER",,"2215039",,"KIA","SOUL","IL","2025","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322431","5c4f4ff8db02e11a690a7648002f981c4f3dfff4ff203c16afcad70f8184f893fe09fe7c3d82afa1f47e6613225aab116908a9fe92ddb0c3d88ccfd2576e6343","2026-06-08T20:17:00.000","2","DRIVER",,"2215042",,"VOLKSWAGEN","TIGUAN","IL","2020","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",,"1",,"PRIVATE TOW","UNKNOWN",,,,"Y","Y","Y",,,,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322426","2aeaa2c4479dd3da679fd69e7ec7fe1f2097e5c953b9445331a762e1de27b39a21feaf179bf0f236d7bc927e7245b8abc3c524e8eeb10243acc544a4940f11a9","2026-06-08T20:00:00.000","1","DRIVER",,"2215036",,"PONTIAC","VIBE","IL","2009","UNKNOWN","PASSENGER","PERSONAL","E","BACKING",,,"1",,,,,,,,,"Y","Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322427","2aeaa2c4479dd3da679fd69e7ec7fe1f2097e5c953b9445331a762e1de27b39a21feaf179bf0f236d7bc927e7245b8abc3c524e8eeb10243acc544a4940f11a9","2026-06-08T20:00:00.000","2","PARKED",,"2215038",,"KIA","SOUL","IL","2024","UNKNOWN","PASSENGER","PERSONAL","W","PARKED",,,"0",,,,,"Y","Y","Y","Y",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322424","1000c7d737ef57e7382674a13584daec155446ebe0afd87de56585d0c8d35c67ab37d4b0842154f3d3591ac158c37d80e31329703228d23ff9f5546075efda2b","2026-06-08T19:42:00.000","1","DRIVER","1","2215035",,"TOYOTA","OTHER (EXPLAIN IN NARRATIVE)","IL","2020","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"2",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322425","1000c7d737ef57e7382674a13584daec155446ebe0afd87de56585d0c8d35c67ab37d4b0842154f3d3591ac158c37d80e31329703228d23ff9f5546075efda2b","2026-06-08T19:42:00.000","2","DRIVER","3","2215040",,"NISSAN","OTHER (EXPLAIN IN NARRATIVE)","IL","2019","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"4",,,,,,,,,,,,"Y","Y","Y","Y",,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322405","13d4cb2d492715e08e5a599e2329298a71edb1e49058e5c683cb97d68105fd81e78b32cbe2c821b086b48b421810c35a18f43d8edeeb84a2d7a3fa7725621ea7","2026-06-08T19:30:00.000","1","DRIVER","1","2215014",,"HONDA","ACCORD","IL","2024","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD","Y",,"2",,"PRIVATE TOW","RESIDENCE",,,,,,,,"Y","Y","Y","Y","Y",,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322406","13d4cb2d492715e08e5a599e2329298a71edb1e49058e5c683cb97d68105fd81e78b32cbe2c821b086b48b421810c35a18f43d8edeeb84a2d7a3fa7725621ea7","2026-06-08T19:30:00.000","2","DRIVER","2","2215019",,"LINCOLN","MKZ","IL","2015","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"3",,,,,"Y","Y","Y","Y","Y",,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322407","3b36b57d768c2f2cbbba36e296a87860aaaa5f47e88a65ffa6313615e86928ea7e93432d204a2a0c075a389e5c756f843c92eb20d5263614f90dfd9dbf006d4f","2026-06-08T19:30:00.000","1","DRIVER",,"2215020",,"JEEP","PATRIOT","IL","2017","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322408","3b36b57d768c2f2cbbba36e296a87860aaaa5f47e88a65ffa6313615e86928ea7e93432d204a2a0c075a389e5c756f843c92eb20d5263614f90dfd9dbf006d4f","2026-06-08T19:30:00.000","2","DRIVER","2","2215029",,"TOYOTA","CAMRY","IL","2012","NONE","PASSENGER","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"3",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322419","f4bd535a6c46ff5042ee3d9f1065c626a3ffdaee65da5eb7a9978dba4618db7df6aa0e4b20459fa36d5279f8121a0dd7052846790dcd4763c6ba97669698f57c","2026-06-08T19:26:00.000","1","DRIVER",,"2215031",,"HONDA","CR-V","IL","2018","NONE","PASSENGER","PERSONAL","S","BACKING",,,"1",,,,"Y",,,,"N","Y",,,,,,,,,"SIDE-RIGHT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322420","f4bd535a6c46ff5042ee3d9f1065c626a3ffdaee65da5eb7a9978dba4618db7df6aa0e4b20459fa36d5279f8121a0dd7052846790dcd4763c6ba97669698f57c","2026-06-08T19:26:00.000","2","PARKED",,"2215033",,"TOYOTA","HIGHLANDER","IL","2016","NONE","PASSENGER","PERSONAL","N","PARKED",,,"0",,,,"Y",,,,,,,"Y","N",,,,,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322413","b68eb3826a7beb24fdf1bca283df85b4f25ceb92ee3bb8345effcb4c50a0de22693706cf2aa12236b2bff6a6a68a05ac3c37aa97ad5d06deed6d840336328ad6","2026-06-08T19:17:00.000","1","DRIVER",,"2215030",,"KIA","SOUL","IL","2015","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y","Y","FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322414","b68eb3826a7beb24fdf1bca283df85b4f25ceb92ee3bb8345effcb4c50a0de22693706cf2aa12236b2bff6a6a68a05ac3c37aa97ad5d06deed6d840336328ad6","2026-06-08T19:17:00.000","2","PARKED","1","2215034",,"JEEP","GRAND CHEROKEE","IL","2018","NONE","PASSENGER","PERSONAL","N","PARKED",,,"1",,,,,,,,,,"Y",,,,,,,"Y","REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322460","1b61771c1e8eaa1385fa3dfe8802f2f73a6810b087aafb2a42e80d92575fb45967f0d1009acb7bf7731afc641e7990144a4d89e0b2ba1e3d2550d5a6faeceab9","2026-06-08T19:11:00.000","2","DRIVER","1","2215073",,"UNKNOWN","TRACKS ONLY",,,"UNKNOWN","OTHER","COMMERCIAL - MULTI-UNIT","N","STRAIGHT AHEAD",,,"2",,,,,"Y",,,,,,,,,,,,,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322461","1b61771c1e8eaa1385fa3dfe8802f2f73a6810b087aafb2a42e80d92575fb45967f0d1009acb7bf7731afc641e7990144a4d89e0b2ba1e3d2550d5a6faeceab9","2026-06-08T19:11:00.000","1","PARKED",,"2215098",,"FORD","F250","IL","2009","UNKNOWN","SINGLE UNIT TRUCK WITH TRAILER","PERSONAL","E","PARKED",,,"0",,,,,,,,,,,,,,,,,,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322434","ebe1c2660f1e1fd117ba61e08b4e6e710bedc9c0909f6c0ee6a332d33c7a977f90bbf04f891016ede066116175b5f6d6b4d52bf46de52150d6d4687b05857173","2026-06-08T18:47:00.000","1","PEDESTRIAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322435","ebe1c2660f1e1fd117ba61e08b4e6e710bedc9c0909f6c0ee6a332d33c7a977f90bbf04f891016ede066116175b5f6d6b4d52bf46de52150d6d4687b05857173","2026-06-08T18:47:00.000","2","DRIVER","1","2215044",,"CHEVROLET","MALIBU","MI","2020","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,"Y",,,,,,,,,"Y","Y","Y",,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322392","c6885b0a55f49be3e827897c40985b3df89bcc4a64b8909f0e85a979a2b7147dd1ca9ce655f4bda967f306a5f0977a68e443c53de143fd7ce83602893416695d","2026-06-08T18:40:00.000","1","DRIVER",,"2214996",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,"N",,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322393","c6885b0a55f49be3e827897c40985b3df89bcc4a64b8909f0e85a979a2b7147dd1ca9ce655f4bda967f306a5f0977a68e443c53de143fd7ce83602893416695d","2026-06-08T18:40:00.000","2","PARKED",,"2214998",,"HYUNDAI","VENUE","IL","2025","UNKNOWN","PASSENGER","PERSONAL","E","PARKED",,,"0",,,,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2322442","c50e7db25b2ff2368712acb6dd16bb7b63c3be24af484eb1b2f84d8a4cd611e8a034145113e9485263a18dd573db33ad9ef7f92de212e91865fc69554d3cca16","2026-06-08T18:30:00.000","1","DRIVER",,"2215053",,"NISSAN","ALTIMA","IL","2014","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
