crash_record_id,weather_condition,lighting_condition,roadway_surface_cond,prim_contributory_cause,total_vehicles,avg_driver_age,total_people,total_injured
0800bd81998381b7014b792e910c6ded9db6b54fb6fde995d0a302c60731fdef8742f72b66be0121854cab571806076fe1a61da7dba4813432ea25c2b2f5f5a0,CLEAR,DAYLIGHT,DRY,IMPROPER OVERTAKING/PASSING,2.0,17.285714285714285,7.0,7.0
0800bfbdebe3f40f70e968a2217034c42412f770adcf58e31d7fe39aa65fdd225c4c4c32b1e7328e54847292338238b808bafc672a2425a73da7535035fc4be8,SNOW,DAYLIGHT,SNOW OR SLUSH,FAILING TO YIELD RIGHT-OF-WAY,2.0,43.0,3.0,3.0
0800c0ca66c093a28fa0e949c3c2abfaba669748ddff86e315e8ce848464fa743e2bfb50c3c9f6d353190dc32ccbb8733db7db928365c8bfa656d807a305c603,CLEAR,DAYLIGHT,DRY,FAILING TO REDUCE SPEED TO AVOID CRASH,2.0,36.0,2.0,2.0
080100a90f310b7a66790aef60ffdb43f4add0e32e74f93b0d13cb55560816c32e729bb37ba75c8a44f1be81ba87197bc53c5d803512f8992abf76da0d8c1399,RAIN,"DARKNESS, LIGHTED ROAD",WET,FAILING TO YIELD RIGHT-OF-WAY,2.0,38.5,2.0,2.0
080112fd951d2a0f7c55537dde06c7599493522a2299585c0ccaf331cda39d53b4b305867cfdc7178d410569fb8ae89fc2d0d7b0498d7f5cb9e5b8492a52086f,CLEAR,DAYLIGHT,DRY,FAILING TO YIELD RIGHT-OF-WAY,2.0,47.0,2.0,2.0
0801141f2cf14590c4d3fe8350701a88aa22836864e22716efd6293de885a02a8f42bc15ec1b767c89e194a8ff091db7fe9927dcd41620fc367c38a2920945c5,CLEAR,DAYLIGHT,DRY,IMPROPER LANE USAGE,2.0,53.0,3.0,3.0
080119a00c3aa58e35ebc27fc1de7f91bb81350a261d2eef3910986811f6df65a185506e0c28deb762b1324229bf0e321abd6041c5eddce1fde38e6c92fdeaef,CLEAR,"DARKNESS, LIGHTED ROAD",UNKNOWN,FOLLOWING TOO CLOSELY,2.0,28.0,2.0,2.0
0801796b70bed0550e58c01976fb969e393708457d376ca2210f1eb5b1a03fc4014030060ef5b88f9290b4202247158e4d84c9f70f550ec26dc78d2efcbeefd4,CLEAR,DAYLIGHT,DRY,EQUIPMENT - VEHICLE CONDITION,2.0,46.0,2.0,2.0
0801a4c3c27fd7c65d3cb57fb686bcdd704e8a09e72b3bea97dfe3e1af0749e0447647f5490e268a21c4c8d8ef0a4ac6a3c181a23a6a22dc171888973c87c929,CLEAR,DAWN,DRY,FOLLOWING TOO CLOSELY,2.0,32.0,2.0,2.0
0801c72dbf69f6e8ece20e60e5babaa6a47350629a5b42dc1b579e452895470e7ed22d30e1ccf1808b7ceed174dbf22d99007466a8c98cdeda8fbc07369ee61a,SNOW,"DARKNESS, LIGHTED ROAD",SNOW OR SLUSH,FOLLOWING TOO CLOSELY,2.0,30.2,5.0,5.0
0801c7c56ada77f61084c460545725ac1b8937efbcab2631f6553c385e6e619d42856b3e4135bf18ccb03a1b6ef77d793d181c3e4f5cbce119bd0df02e309e33,RAIN,"DARKNESS, LIGHTED ROAD",WET,EXCEEDING SAFE SPEED FOR CONDITIONS,2.0,35.0,1.0,1.0
0801f560636106ca711b6a543530d2f29fb48dff07effc9f5f47824b18c99f238f305b9f509d3c36f657ae188527abda7c84228dfc035effff60beae99cb8eec,CLEAR,DAYLIGHT,DRY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2.0,31.0,2.0,2.0
0801fa4a637064f963b26de6a891a0096c808c3160dcc676f66b751052f0ca0fda162d201b3babdad4ef41b4031f160a4897c54b3a520ccb871f6bdf96df7ca7,CLEAR,DAYLIGHT,DRY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1.0,37.5,1.0,1.0
0801fada5124dcc06b3e11551591792c17702f9ec98ec8c4077af5eaa7715d986124e9e3445cf5ab6cb9c4738873f1500899b8f1a02a70851a5a54c5d2f30ade,CLEAR,DAYLIGHT,DRY,FAILING TO YIELD RIGHT-OF-WAY,2.0,48.5,2.0,2.0
0801fea0bb4f1ebb6cf19faf3f8c04a06ae9644dd0283ca3c894f948c0744eeb1d85b33e09ae0817c47902dca34d764141897fb315f073476c6b970ec68676b2,RAIN,DAYLIGHT,WET,IMPROPER OVERTAKING/PASSING,2.0,54.5,2.0,2.0
08020b7c0170b5a16139e8011637d23dda982b70f0f0e17d71870479e4ba39837faeed308ae0909eac5a89e5605e1ede90fbd680dd7f2f22b85dfebfaf2404d4,OTHER,"DARKNESS, LIGHTED ROAD",WET,DISTRACTION - FROM INSIDE VEHICLE,2.0,31.0,1.0,1.0
0802399c440f734d4d7a357ee95f8f266b8db395f9c0d0d77e0f31ba8d031dff78266634775ac2329b3e8052076fbda080852123b38f86e372dcb783cf237fa9,CLEAR,DAYLIGHT,DRY,DISREGARDING TRAFFIC SIGNALS,2.0,43.5,2.0,2.0
080245f89e61507e47e013d2328c3a8424052301d531df84535069ca4de6e0e47dc0ff503dd2494bedbf3d886cec51fead806f94ff6e8ad4a4c6161c5fafff1f,CLEAR,DAYLIGHT,WET,FAILING TO YIELD RIGHT-OF-WAY,1.0,47.5,2.0,2.0
0802486824237002c4302ab47c7e0cf103df143ea01aced3619323febc42b977f6cb84af7a68b90b9715971dd9ed8e56d50da01f407bd5d2ede3e650c2dd02b4,RAIN,"DARKNESS, LIGHTED ROAD",WET,EQUIPMENT - VEHICLE CONDITION,5.0,47.0,1.0,1.0
08024e1f1062221361ba3101f650e2f283f6460e43d68122b660b0e7371a84f70954a869249d3e773299ac27e94685974e5dd0a572d517a92ea10b49accc073f,RAIN,"DARKNESS, LIGHTED ROAD",WET,FAILING TO YIELD RIGHT-OF-WAY,1.0,42.5,2.0,2.0
08027f2468e3753d29c40771698ffea965771bd72b25463c6381a96365665ac8ed3d4785e24fad555a0005dd8f34a607a7dd706336c06dcbbf3e8c781174151d,CLEAR,DAYLIGHT,DRY,IMPROPER OVERTAKING/PASSING,2.0,37.0,2.0,2.0
0802b7ee167179a886dd73e6ab9727dd2e4b4a4e75680bad1e5bb0a3048b7116d61265f906e77e3b5a2793b45f80380faef45e60db70919ffa6ec67982648b56,SNOW,DAYLIGHT,SNOW OR SLUSH,WEATHER,2.0,42.0,2.0,2.0
0802c1aa229c78f718db18c6c57d357aa704a91cee5664cb420331cbc3c35a09aa3959d352f14e41c5703d063aa6594aaab4b1861e7d084a50483a19d51788f3,CLEAR,DAYLIGHT,DRY,IMPROPER BACKING,2.0,43.5,2.0,2.0
0802d3fef26b042a3bc4de169c28a974bd99a9d113186504feed2515efa862498c71c6b2acb8950f307f9e4db7f67874f9124684a12323a08bd64049a77bf748,CLEAR,DAYLIGHT,DRY,DISTRACTION - FROM OUTSIDE VEHICLE,5.0,38.0,1.0,1.0
08030a80c216b934e4f8713abee468c59ef4c1b06a1d5450ab368409a3eb46de2523b1c8f0b2e13d21d3e49fe8985f3f960098a476253753a35f8045f7f2e954,CLEAR,DARKNESS,DRY,FAILING TO REDUCE SPEED TO AVOID CRASH,1.0,22.0,1.0,1.0
08032569af90986349d6238e3f517450e2db635ddb72c1a97ed32e35b31f1380edd8d149d3112c46575d279a48b26d90cc8e97479f33a7e41c10e453b680408c,CLEAR,DAYLIGHT,DRY,IMPROPER BACKING,2.0,33.0,1.0,1.0
080328eadfdd9fc38a0c470372069f32b536764c2a2d35ad3f927f9c75081e378fac08d78885415cc08609017d5073fad6cfb2aefe682a4bd2f4119b49f0efe8,CLEAR,DAWN,UNKNOWN,FOLLOWING TOO CLOSELY,2.0,31.0,2.0,2.0
080333c13cd18b444a2fef7e3aa3ec44ce465a912b46eafa829f8432046cf5f27327e5275fcca738d4849783f271fe3b9c87c3c535709c43e0e4dc64d9b5a009,SNOW,DAYLIGHT,SNOW OR SLUSH,IMPROPER OVERTAKING/PASSING,2.0,26.0,2.0,2.0
08034a106ab9d7957f347d5d1667d5768586af8b85fda2da0fbd9c07c99d4f2be7c1156cc298d577789e3c81334e36cb0a7428359272f66cd0da0891477d1d90,CLEAR,DAYLIGHT,DRY,FAILING TO YIELD RIGHT-OF-WAY,2.0,66.0,2.0,2.0
080357d57f3e3d322473a622e54e6bff28207e064a6f4190ac4041802484e0888ee74d68dec72ae2a8a8d5904d03340a596b23ed857e0dc8f1e1e3f63f7ad8bd,CLEAR,DAYLIGHT,DRY,FAILING TO REDUCE SPEED TO AVOID CRASH,2.0,73.5,2.0,2.0
08035f725eaa8ce2a82c0d674afdbf84e4a714e0f5bf98eec68688221e43dbf07dadd23f8d30f6627ec82238ea7df65cff02cfefc8c0496ea7f609f32623019e,RAIN,DAYLIGHT,WET,FAILING TO YIELD RIGHT-OF-WAY,3.0,57.0,4.0,4.0
08039520089bcc4e53d289439442d400f748d807857742b137e063870268d0aec92b1abb3d54d7778c3e9b28b13f00e4d0aa938d6d22850d9d4e892d617f0663,CLEAR,DAYLIGHT,DRY,IMPROPER BACKING,2.0,28.0,2.0,2.0
0803d988e74e1c153eb509449a1c94db97bbd50432c3b4a1632b23194924a7491a73c7865eedcee6f214fcaa8584a119122b313880ed532ab61f4d3fa95cd903,CLEAR,DAYLIGHT,DRY,IMPROPER TURNING/NO SIGNAL,2.0,23.0,2.0,2.0
0803f900bb65e4f15fcc7fc78fdc45a5b54c23bce85135f310887ea6dadd3694feff6dac7d4896281c70196093138005a7a691b4acaa83c4afd3a057fe9df1c3,CLEAR,DAYLIGHT,DRY,IMPROPER LANE USAGE,2.0,24.0,3.0,3.0
080416e59faa1c827995f31a1044284820d2647bbb4f4badd1a12989719c17f1e59d6eaf7417f9ec8b793ca1b3b4c0077b8a5c5db02b8d61ad4b57b492382f63,RAIN,"DARKNESS, LIGHTED ROAD",WET,IMPROPER LANE USAGE,2.0,46.5,2.0,2.0
08044b8e311c63499dbc5e7326bcac8c226475c44d05157c4e7c940b2a48a781886224d0e8edde5f3b6298a31f176258f49ce508da1032926dcc299ece1cc3af,CLEAR,DAYLIGHT,DRY,FAILING TO YIELD RIGHT-OF-WAY,2.0,17.0,2.0,2.0
08046b38ce60576161eb2805aac4c5b9a2fd8ac4b4913c007cf896e9ca7e54da301dc12c0133713c961ede55fb90a05740428db8870b08eeae182eeb4b009de8,CLEAR,DUSK,DRY,FOLLOWING TOO CLOSELY,2.0,27.0,2.0,2.0
08046c0ac9ae21fdd14f118257b5c8d10b9067603af86f6c38f64d27cc502fa2db5a73167ca71f31dd8dec6d902f127a478926eace15d311f687bccd7ea24666,CLEAR,DAYLIGHT,DRY,IMPROPER BACKING,2.0,37.5,1.0,1.0
0804936d204ddc4febbb1385b14eb155d5912e0fec4249fc06ca9404492acfc9e1f1952dd3320c795ff11526948760c2f7fe049b9a8683877b66be161875895a,CLEAR,DAYLIGHT,DRY,FOLLOWING TOO CLOSELY,2.0,17.0,3.0,3.0
0804c2f2f686ad67dbcbd6cf608796140f658bc1fc4fdc2ffcf05447ee445c0b27df0ff292df8d8a580d61aa46e460e2d50338527d0a663ae5fdbc1626701cb8,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,FAILING TO YIELD RIGHT-OF-WAY,2.0,34.666666666666664,3.0,3.0
0804e9a88dfcffc90ebc6dcd7ee0e34ffae0e207277d9b116bcf2d30f1b2f00c4a3f2074bdbe256670e8fe0689918df1f1914cd5c5a47a58c7d377d923c3d49c,FREEZING RAIN/DRIZZLE,DAYLIGHT,WET,IMPROPER TURNING/NO SIGNAL,2.0,33.25,4.0,4.0
0804f769af5e5143fd32f7d668768c5c6050f4168a9785ec6329eec0a31732612ba32dc14f167b58e1352ccd02f8a041c4028bcd275c6337657adf010c835846,CLEAR,DAYLIGHT,DRY,FAILING TO REDUCE SPEED TO AVOID CRASH,1.0,52.5,2.0,2.0
0804fc17b8b0eb9e7f498d854d8455298d692450fd1163f6efe6f2e4532cbcbb6ff79a5163235415b46dc3b45e79db7b994f23eab2d5616503c19b16b29d1b10,CLEAR,DAYLIGHT,DRY,EXCEEDING AUTHORIZED SPEED LIMIT,1.0,37.5,2.0,2.0
08053d34cd358076d3f0104239f7c28b2ca74b053655ce6c3843d8422d7d34bc0442dacbae0a5b7408ab620cb0f2ae486e0ad5985bebc24e37a6bc3208b1bc48,CLEAR,DAYLIGHT,DRY,IMPROPER BACKING,2.0,27.0,1.0,1.0
08053e06d69626726e0d0629fb2401816ac5545b7faf1d42d241f5c1ebad179a23efd4588571f141552a58a3645750e9ab1a10627a85dcd9a04dd7c516e9291c,CLEAR,DAYLIGHT,WET,WEATHER,2.0,38.0,2.0,2.0
080544aa91bbc1c0e46ff85e9a0f27ff668ecdd9e0985acb2b993ece5f522d51a68f0e8f674dfc24632b981e920f67bdcd792654241b78f93981412c985d73a2,CLEAR,DAYLIGHT,DRY,FOLLOWING TOO CLOSELY,2.0,59.5,2.0,2.0
080544d34436060696ef593bf27ee14ae5be8d7fd2bd8daa23ab3d5d9f4bbbd27ee9414a8ad9b48f271bebd558e10ad4a44b0725ad570dfb89cb5ea392e4746c,SNOW,DAYLIGHT,DRY,IMPROPER OVERTAKING/PASSING,2.0,21.0,2.0,2.0
08054e799b6696011da461cf855444c03944f59e35611239479cc44022b46c62f2f0f1593ef330c8cedfa8ed0913870f8eefcc5dc36bc19ee3176bb8e9f087d9,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,DISREGARDING TRAFFIC SIGNALS,2.0,76.0,3.0,3.0
08058e3b0a4c9335794ea8c6eea967181e719a1be5d0086baa31e84b27264a786e24623cb19804c4d82b5e317632b03281f4628fea261516155bd8a261deb52a,RAIN,DAYLIGHT,WET,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",2.0,24.0,2.0,2.0
0805ad35b16b2a81d8c2612181a755cd13b3de843ed4c1bb320d9821f4cb6af84691f9b4282e4ea8c3a34e336a6bc8a73913599940401061926ea5d8b28a12ba,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,IMPROPER BACKING,4.0,26.0,1.0,1.0
0805d1a03420c4cd400173d2ed25c4eae09744efb761771a6307edafcd883d899666d9c2c2138ce7275a2aa5ba47af92940c273b5acda849a7bf4d9be8586a45,CLEAR,"DARKNESS, LIGHTED ROAD",UNKNOWN,FAILING TO YIELD RIGHT-OF-WAY,2.0,57.0,2.0,2.0
0805d3f50027f8e8001888cd1f48cbf6fc7841326b3f3c7e94cf222417476734b93ce9662a729a900412568722b27037785611f09500b317f9d1c026c6035a4a,CLEAR,DUSK,DRY,IMPROPER TURNING/NO SIGNAL,2.0,27.5,2.0,2.0
0805f0354f3f64f229e1f27e54a41255d96be985870784a41b92072ed1854bc4663e7297eaa99f0b22ab25c7eeab703532ca707bad9a90a656b313ac8d6cfc8a,CLEAR,DAYLIGHT,UNKNOWN,IMPROPER BACKING,2.0,37.5,1.0,1.0
0805f60d664202e9ecc38febfe61d5e5b1f5f9f38e31e80ca41ec79b2752d1a5e93605bf990ca2025ac147ae70736df6a47380f07eeb1a987e25e05b334d25b3,CLEAR,DAYLIGHT,DRY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2.0,64.0,4.0,4.0
080600305ab76bfb55990610577da1b5201f03691576636c4561791d485d6e9464a1e799acad081c62408f2839f5bbb7e32f244578230aa29dbe8e30d9b2edff,RAIN,DARKNESS,WET,FAILING TO REDUCE SPEED TO AVOID CRASH,2.0,45.5,3.0,3.0
08060764d39c5c3abad8a358eb9054dcfbded0a8fbee3a628ea9cc182eddf7f6c31bb51298cc4ff5c2a21c011a8c11d6d3117504fd88b915622ac177e6028ef1,CLEAR,DAYLIGHT,DRY,IMPROPER LANE USAGE,2.0,22.5,3.0,3.0
08062800fc62e32a479ffb3da833707fdcbf6c4bd2273266cf55b6198346bba70f643ebf57aac51edf06acb60aef3ab04490e39be61487ca6f5611c9df4b4282,CLEAR,DAYLIGHT,DRY,FAILING TO YIELD RIGHT-OF-WAY,2.0,38.5,2.0,2.0
0806283c6da5fb65096e5ecf555ffb4ec25eb863ba023289f2bfc287a0415ad42d8a77b536e78d0796a812ccac25213ba7a1e82d54ed449f5b0aefafea83a963,CLEAR,DAYLIGHT,DRY,TURNING RIGHT ON RED,2.0,22.666666666666668,4.0,4.0
08064371070c9e0f692dc0ffb9b3784202bd94093539f0ec1d20729e0df5017b2190e6496b8eeaad7869bcbcc8fe218ff78bdabb94a14b2ed24dd3c1bbb135d3,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",2.0,22.0,1.0,1.0
08064baa22eb5a599b56b5e6cc07f9b27e83919ce486f50775ed5cc922170039b6f401c4673c1f9c9fa809561cc662f951e08bd95214ca6c79e78e67302510bb,CLEAR,DAYLIGHT,DRY,IMPROPER OVERTAKING/PASSING,2.0,46.0,2.0,2.0
0806b06de2d899ba6f9bb2c78c5714f7a56f31f701c22ec31a71d9dc8c957aea32ad1c972cedbc12ce2b638bca3df61ae63944df085d4dc84436d266fb87abf7,CLEAR,DAYLIGHT,DRY,ROAD CONSTRUCTION/MAINTENANCE,1.0,35.0,2.0,2.0
0806c0a08ef8aeade3e56ef247f497af9181d770d98a3520bb962c667e1f7086ce1ca190262beea5c07ee064727888b2a1fc3047edcf58c8c3ae4854bb70543f,CLEAR,DAYLIGHT,ICE,WEATHER,2.0,58.5,2.0,2.0
0806d45d6c99964c1ec76414b634dd43cd867d8a2fd6536afeba6f5cb69a7376303d26ba76a808f1523206cdc4bfa8082e6cfec561e1fea592865b729e34d183,CLEAR,DAYLIGHT,DRY,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",2.0,43.5,2.0,2.0
0806e5c7248e11f72659d1cea1dafa4e3772a06816f9ad5fc1670ee2b9e9ca2538d8fe36b3e6361fd3acbf2854cf0d37a31c752ad6fc1575e81d6071d9e1ec3c,CLOUDY/OVERCAST,DAYLIGHT,DRY,FOLLOWING TOO CLOSELY,2.0,42.0,3.0,3.0
0806e770e786bb9f105f0b04ebbc3f87c1aaa612ce55722c6a9b612ed6e3da74f14e8769d36cc57c20eaba43d81013be93c949929b813a5595756f8f520f1024,CLEAR,DARKNESS,DRY,FAILING TO REDUCE SPEED TO AVOID CRASH,2.0,22.5,3.0,3.0
0806fa630fb4857f6e7410aa9c87a527fce7fc9c9dbebfe534b1a2eff73776414272b45efa6aedcdc9b062db71e93816424f2af8182c103553aef8e3f2f8a0be,UNKNOWN,"DARKNESS, LIGHTED ROAD",UNKNOWN,IMPROPER TURNING/NO SIGNAL,1.0,44.0,2.0,2.0
08072f6afe8e6cbd31cd82b914836d5e10c286f457dbd90efadbdb40947daffac00936bdf1a62d85b39332d7a1745a3c337da7ca29950c272779fc9981029d2e,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,FAILING TO YIELD RIGHT-OF-WAY,2.0,31.0,5.0,5.0
0807413e3fffe01ee19721712125864b0482dae88a7d7ba7b2a4fe4b744150e4ffda63676b073ec45cbb34f04a263f5d338036310c4d077063eeffb700bb40b6,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,IMPROPER LANE USAGE,2.0,37.5,1.0,1.0
08074795b8d8b821e54a6604fcf55bc4c910e86564fafa8f536b23c258cb8642f858f4c97e254338a8d744451b67de922b693f36b9ee6290b356cb8f27b6f645,CLEAR,"DARKNESS, LIGHTED ROAD",WET,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",2.0,58.0,1.0,1.0
080757311d7ead6c40d78c532c7f6ea40d90aaeadf5414f68ebbccfa8d4932ed54e261058b7d5de55d830f727459d7787bda51d3fd1bb201d320f90516e0187b,CLEAR,DAYLIGHT,DRY,IMPROPER OVERTAKING/PASSING,2.0,50.0,2.0,2.0
0807803279e2b71a89e7c2e1570f7175dfd583beee4ada96ced7c0bc27ed20b4a8ebd7a208eb375f1813eb056a5366f74159eadbfd30d527b27e6048b787be1d,RAIN,"DARKNESS, LIGHTED ROAD",SNOW OR SLUSH,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",1.0,24.0,1.0,1.0
08078cbeac04d4fb11da1292db3a2109c74b17a9bcec9d53d983fd46efb044cbde6ad3e048dcb9a86fc36de3ff270c16439e2e5572e11a5223be809c429f6903,CLEAR,DAYLIGHT,DRY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4.0,37.5,4.0,4.0
0807de7fd89ed4d497fa753099c57bb18ce96fa36ae70c41cf712a966335af20edd5787d2cbbbdf21e32ab4dd821e4c197188b986feb11c669000d346f50f1aa,CLEAR,DAYLIGHT,DRY,IMPROPER BACKING,2.0,21.0,2.0,2.0
080859e3a3788fb57bc17287e5d33f65f49e4f28a96cd31d83918a5f990bb898b706e0b9dd01d4324a388739cec7318fa890e84567a2a80715c30db533f9c692,CLEAR,DAYLIGHT,DRY,IMPROPER TURNING/NO SIGNAL,2.0,47.0,3.0,3.0
08085ce6201c5e9e54e300b5ceaff9ffa3c79ac341f13fefb5641b02172503e55fbb19a8db1a3d42941d192894b973bc4fa35952d07005a5e08a5cb6aecadeb1,CLEAR,DAYLIGHT,DRY,FAILING TO YIELD RIGHT-OF-WAY,2.0,32.5,2.0,2.0
080879a8647d661eaf9ef27938ba6f1dab6cd2cffd2868a2a181712817bff2d6f945688ee2b17181d633e33eacf28ad7cb28f0569eb2ddc1256213fc9f60580a,CLEAR,DUSK,DRY,FAILING TO YIELD RIGHT-OF-WAY,2.0,46.0,2.0,2.0
08088436d36a868c156ac7c52f6c5ea5c6d94f2bb1054deacab835106bb9b739ccf1cfdfef455eb141d54a29e1f79e306709275af40feea15982b9da30d7d2de,CLEAR,DAYLIGHT,DRY,FOLLOWING TOO CLOSELY,3.0,50.333333333333336,3.0,3.0
0808c6d7495bef66be3e46373a2b73ea763e08769db6c17307d3030c89dffd9b8659f6ea43868d443077b0e67ce51f0426ca9d11e93eb961c06a2a9217169023,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,IMPROPER TURNING/NO SIGNAL,2.0,39.5,3.0,3.0
0808da786e4535e462a2627b02bffe59a94bbb76a0b87097bb0ee60aa7874ee4ac2f9b06500df8c61f3b6ecd3da6ebd7a41b69cee66ab434ab72fa846a7493bf,CLEAR,DAYLIGHT,DRY,FAILING TO YIELD RIGHT-OF-WAY,2.0,34.5,2.0,2.0
0808ea6f57930de9ac308f20a61de5485697fc16b759bab2a46b4878db67f82dc1a2cbb56e87a08f9ccd755231dca1da5d9db1832dcddaf3b942ce8b3edbd4ec,SNOW,DAYLIGHT,WET,FOLLOWING TOO CLOSELY,2.0,46.0,8.0,8.0
08091ad0e7466e0c1bbc67febb6a382529b75d308105943141793d0323f670737f726c7d1f8db6db1755a6df770960edb1d34b8ae1a30848862a06d11f276713,RAIN,DAYLIGHT,WET,FOLLOWING TOO CLOSELY,2.0,27.0,2.0,2.0
08094fbb6bab2d40a1fd6545f3ea43fa1fa46b9ef1bf4f3ecdc506c8aa865f735af8ea3a6db1ab0dc875cb1c239deb2c669ee63dc7ca1c22c3767a0cef59cbb3,CLOUDY/OVERCAST,DAYLIGHT,DRY,IMPROPER OVERTAKING/PASSING,2.0,45.0,2.0,2.0
08096d2771e70dc157b4eb7ae4369cc3c4297806c00fa241a73b83838429acdb9f051c55e85205808734de25ef3932582b3051ebbb1c22983894a002997e9bd7,RAIN,DARKNESS,WET,WEATHER,1.0,48.0,1.0,1.0
0809750726ad923683734942844c67624f8ec64d85a20bef68e31fa8a333182289db54d76dd12084218da248fedb1e70a23455582f49f5af576abd1c6029ef92,CLEAR,"DARKNESS, LIGHTED ROAD",UNKNOWN,FAILING TO YIELD RIGHT-OF-WAY,2.0,31.0,2.0,2.0
080990f6bcb79b5a2ce70106bc2241630a737749553f3b9f08702162cda3c91bff546c961d33cef90f4ea85a6e99e1cc17620e092b44003ca3bfd2206af4fd70,CLEAR,DAYLIGHT,DRY,FAILING TO REDUCE SPEED TO AVOID CRASH,2.0,44.5,2.0,2.0
08099d94bbab2cc0260940bc0b1cd43c5a4bab3f66daefefa500768b1625b51f03c542de642b23382ea7ac17ffef00e3dd48fefbc61ceb2d4ed118eb815a2532,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,IMPROPER LANE USAGE,1.0,29.0,1.0,1.0
0809a3af169305eb3c3d4f5b39a6c253209eeebe492fd9f6d1c86a8302691114b7e9f51e2fcbb2ba904003a7538f12f56f76232dfd04d63f2779182ebd684753,SNOW,DAYLIGHT,SNOW OR SLUSH,WEATHER,2.0,43.333333333333336,3.0,3.0
0809df23ee01c47cc58532f07f9c4cd656d56d2d4e5467871103aa5b29bcf2e16d3f6574b1d0ac06021e79241e336057606c9c378de23c871f496961d3487eaa,CLEAR,DAYLIGHT,DRY,FAILING TO YIELD RIGHT-OF-WAY,2.0,37.5,2.0,2.0
0809f68a753c680298fdc10e5ed2f0dc74db3b2f575453c8bb3aa462d34dbc91b1118432d951cdd7865da348aaaa209b6eeb2ed8534ce04495ab9fa5f4cf5a55,CLEAR,DAYLIGHT,DRY,FOLLOWING TOO CLOSELY,2.0,33.0,2.0,2.0
080a38f60b87ef8be672d75efb7fee143a0d351dc6001b7e5f0dbaf58fc9ce226c9bba4ab615b62aa63c561594d64c5051cab40a6a14181db54ac0c70791743f,CLEAR,DAYLIGHT,DRY,FAILING TO YIELD RIGHT-OF-WAY,2.0,19.2,5.0,5.0
080a3aa55d648db5bed2edf2d2902d22eddb541af2bbd8b49b87da8b283ad8a9fe3b8dbe6db6b2496baf8f5f0a1b094c31abceebc4eb5e74ed94d2b8ca743e2e,CLEAR,DAYLIGHT,UNKNOWN,IMPROPER OVERTAKING/PASSING,1.0,24.0,2.0,2.0
080a9410e8828add8f4f10433627f4070375efb590905d18303ee3937273d7b10429fb0038df65a0abad5bfb4db206c6fabe3b97fa7b48151b006db4c35c2d84,CLEAR,DAYLIGHT,DRY,DISREGARDING TRAFFIC SIGNALS,2.0,60.0,3.0,3.0
080aa745c39fb0cbd0e6d717b8268af6c0fbe2419d6026599d30f10a34686fd504b2f93549c588ed401f39e87a7be255b44071ca68943a950d3f73532d4870d9,CLEAR,DAYLIGHT,DRY,FAILING TO YIELD RIGHT-OF-WAY,2.0,42.666666666666664,4.0,4.0
080ab1f3b80045a39f7db010e71497b7255f2f89708886a49c0d08e9e5784942b2630666482284b38e3bfc74c2cd1c528175f015f45d755dfe5e3baa38db86a1,CLEAR,"DARKNESS, LIGHTED ROAD",DRY,FAILING TO YIELD RIGHT-OF-WAY,2.0,26.0,2.0,2.0
080acc7b40202281107736026b4fca4104a3fd86290883ccf899ba2af9dda63bf8a403c3f424261add2c1c46d1b2db0d3a2945bc8782e1b110045cafcb170add,CLEAR,DAYLIGHT,DRY,DISREGARDING STOP SIGN,2.0,38.0,2.0,2.0
080af1eecb24cf5097b763b2e22e8cfce2a5456e4a5651d1aa98c2f6244fd81b4ad5c790cf68436e4ed22a884793116fb229130b81b5911cc7fdd0f1c304f1cc,CLEAR,DAYLIGHT,DRY,IMPROPER TURNING/NO SIGNAL,2.0,25.714285714285715,7.0,7.0
080b3e164c73d4f2f08cee2894e8267e122f1457b1ccbe9cf2f0997e7431c73f893c500dc6ade175486e817b47dbe952555905c58f0bdd721827d33178e2c8c2,CLEAR,DAYLIGHT,DRY,FOLLOWING TOO CLOSELY,3.0,36.5,4.0,4.0
080b4394389934a10b2ce57e2d9ff014191b969eb91defdd857180349fc5efeca98af572745dbae4fef4a5e03d6f2a58919b50a8e91296f2b643c8a5a7038639,CLEAR,DAYLIGHT,DRY,IMPROPER LANE USAGE,2.0,40.5,2.0,2.0
